number,short_description,kb_category,meta
KB0017946,TAMU_WiFi for Google Pixel 3,TAMULink-WPA,"KCS, tamulink, TAMU_WiFi, tamulink-wpa, wifi_google_pixel_3, google_pixel, google_pixel_3, google_pixel_wifi, google_pixel 3_wifi, tamulink_wpa_on_google pixel 3, wifi_on_google_phone, google_phone, google_phone_wifi, google_pixel_phone_TAMU_WiFi"
KB0020055,Slate University / Technolutions,Listserv,"KCS, slate, slate_university, slate.com, technolution, technolutions, technosolutions "
KB0018822,ExamSoft/Examplify Troubles,TAMHSC Accounts,"KCS, examsoft, exam_soft, examplify, examsoft_login, exam_soft_login, examplify_login, examplify_log_in, examsoft_log_in, exam_soft_log_in, examsoft_background, examsoft_buttons, examsoft_options, examsoft_broken, examplify_background, examplify_buttons, examplify_button, examsoft_button, examplify_broken, examplify_background"
KB0020330,Google Chrome Settings in Network Drive Error,Software,"KCS,google chrome,chrome,network drive,settings,google chrome settings stored in a network drive,"
KB0020326,MacOS Keychain Prompts for Using Confidential Information,macOSX,"KCS,macos,keychain,osx,prompt,confidential,keychain confidential information"
KB0020293,Calendar Events saving to old TAMHSC calendar,Exchange,"KCS,calendar events,saving,calendar,exchange,outlook,account"
KB0020282,Office 365 - Organization Has Disabled This Device Error,Office,"KCS,office,office 365,disabled,error,organization has disabled this device,135011"
KB0020258,Google Filestream Appears to Crash When Opening,Software,"KCS,google,filestream,crash,opening,google filestream,drive,file,drive fiilestream"
KB0020239,Outlook - Misplaced Folders,Outlook,"KCS,outlook,misplaced folder,lost,folder,mailbox,exchange,mail"
KB0018007,ANSYS Licensing/Installation Error,Software,"KCS, ANSYS, ANSYS Download, ANSYS download error, ansys error, ansys server, license servers, download ANSYS, ANSYS software, license_manager"
KB0020211,Black Screen Upon Boot on Windows 10 Device,Counter,"KCS,black,blank,screen,windows 10,laptop,boot,"
KB0020136,SigmaPlot - Unable to Connect to License Server,Software,"KCS,sigmaplot,license,server,unable to connect to license server,update"
KB0019982,Accessing the Google Search Console,Google Apps/Drive,"KCS,google search console,search,console,"
KB0020308,ServiceNow Profile Picture,Professional IT Solutions,"KCS,servicenow,profile_picture,servicenow_profile_picture,servicenow_picture,picture,profile"
KB0020320,TAMU - Faculty Start Guide,,"KCS, Faculty, Staff, Mailboxes, Start_Guide, Keep_Teaching, Exchange_Mailbox, Gmail_Mailbox, Departmental, DUO, 2_factor_authentication, Zoom, Online_Learning, OAL, VOAL, eCampus, Canvas, Software, Hardware, "
KB0020291,Zoom - Unable to Add Co-Host,Zoom,"KCS,zoom,unable to add co-host,zoom co-host,co-host,cohost,user is not a member of your zoom account, "
KB0020286,Change Current Windows 10 Product Key to Windows 10 Education,Windows 10 OS,"KCS,invalid windows 10 education key,license key,windows 10 license key,windows 10 education,upgrade windows,change product key,"
KB0019890,Zoom - Crashing upon Launch,Zoom,"KCS,zoom,crashing,closed,cannot connect to meeting,"
KB0020237,Suspicious Emails from Symplicity,External Email,"KCS,tamu@csm.symplicity.com,add your resume to get hired,symplicity,career center"
KB0020126,Unable to Access Library Intranet,NetID,"KCS,library intranet,intranet,invalid credentials,trouble accessing library intranet,library intranet"
KB0020283,Smart Bulb Connection Issue,Wireless Networking,"KCS,smart bulb,smart lightbulb,smart bulb wifi,connect lightbulb wifi,tamu iot wifi, "
KB0020028,Certificate Programs,Listserv,"KCS,mailing list,certificate programs,google groups, "
KB0020015,No Access to All Software in Software Center,Software,"KCS, software_center,software,available,access, no access to software,not displaying all software,"
KB0020305,Port Opening Requests for Gaming Consoles,Firewall,"KCS, open_port, open_ports, port_opening, playstation_port, playstation_ports, xbox_port, xbox_ports, gaming_ports, gaming_port, firewall_opening, firewall_request"
KB0020074,Concurrent Zoom Meetings,,KCS
KB0020013,Thunderbird no Longer Sending Emails,,KCS
KB0019987,Unable to access Listerv ,,"KCS, Listserv_Management_System"
KB0019970,MatLab licensing inquiry,,"KCS,MathWorks"
KB0014849,WiFi- Connecting a Raspberry Pi 3 Model B,TAMULink-WPA,"KCS, raspberry pi, rasberry pi, wifi for raspberry pi, tamulink for raspberry pi, connect raspberry pi, connecting raspberry pi to tamulink, tamu_wifi, tamuwifi"
KB0019969,Automatic Read Receipts,,KCS
KB0019900,ZOOM recordings,,KCS
KB0019869,VOAL Window is Small on Safari,,KCS
KB0019861,Remote Desktop File Transfer,,KCS
KB0019833,Adding a Non-Student to Google Classroom,,KCS
KB0020220,"TAMUCT - Green ""Oops!"" Error",,"KCS, TAMUCT, Green, Opps, Error, DUO_Authentication, AdBlocker, AdGuard, Central_Texas, Mytamuct, One_Campus, Error_Message,"
KB0019185,Counter - Malware | Search Engine Virus,,"KCS,Sharemine, virus_search_engine, search_engine_virus, sharemine_search_engine, virus_on_chrome, chrome_virus, safari_search_virus, sharemine_virus, sharemine_virus, searchmine_virus, search_mine_virus"
KB0020199,Former Student - NetID Extension ,,"KCS, Former_Student,Extension, Former, Student, Gmail, TAMU_Gmail, International_Student, International, Graduated,"
KB0019730,Claiming a Google Classroom,Learning Management System,"KCS, google classroom, instructor, create google classroom, "
KB0019726,Reprogram Office Phone for New Employee,Telecom,"KCS, reprogram, office phone, clear office phone, erase phone, voip, change office phone"
KB0020161,Adobe - Notice from Admins,,"KCS, Creative Cloud, Student, Admin Issues, Puchased Creative Cloud, Notice from Admins, "
KB0019669,TAMUCT - Local Classroom Support,,"KCS,TAMUCT,Central_Texas,Local_Support,Local,Classroom,"
KB0019589,SearchMine Browser on MacOS,,KCS
KB0019562,Unable to Export Data in Qualtrics,,KCS
KB0019558,Allow Non-Subscribers and External Individuals to Send to List,,KCS
KB0019854,HSC - PRAM/NVRAM Reset ,macOSX,"KCS, pram, nvram, reset, mac, macos, loaner laptop, boot, continuously, loop, constant, load"
KB0020112,Unable to Complete Google Form,Google Apps,"KCS, google_form, google_forms, google_form_error, google_forms_error, tamu_form, tamu_form_error"
KB0019957,Microsoft Teams - Not Opening ,,"KCS,Teams,Microsoft_Teams,Not_Opening,Task_Manager,"
KB0015612,Filex - Claim NetID to use Filex,Filex,"KCS,filex,access_code,NetID,file_storage,access_denied,view_files,send_files"
KB0020027,LinkedIn - Group Learning ,,"KCS, LinkedIn, Group Learning, Screen Sharing, Online Training, TAMUQ, "
KB0020115,Software - ChemOffice and ChemDraw,,"KCS, Software, Chem Office, Chem Draw, Student, Faculty, Sell.tamu.edu, Software Center, "
KB0020118,Teams - Group Limit ,,"KCS, Teams, Group Limit, Create, Restore Group, Cannot use a previously used name, "
KB0019488,Outlook will not Search for Emails,,KCS
KB0019470,ServiceNow Template Classifications,,"KCS, ServiceNow"
KB0014852,Connect Raspberry Pi to TAMU_WiFi,TAMULink-WPA,"KCS, raspberry_pi, raspberry, wifi_for_raspberry_pi, tamulink_for_raspberry_pi, tamuwifi_for_raspberry_pi"
KB0019770,ENGR - Camtasia Studio,,"KCS, Camtasia Studio, Camtasia, Engineering, Self Service Portal, Download, Software"
KB0019727,Email - Attachment Size Limit,,"KCS, email, attachment, size limit, Outlook, gmail, TAMU Email "
KB0019712,PVAMU - Office 365,,"KCS, PVAMU, Office 365, "
KB0019860,Zoom - Attendee List,,"KCS, Zoom, Attendee, attendee list, "
KB0019774,ECEN - Camtasia,,"KCS, Camtasia, License, Camtasia Studio, ECEN, "
KB0019980,TAMUQ - Password Reset ,,"KCS, Password Reset, TAMUQ, Qatar,  Reset, Password, "
KB0019999,Engineering IT - Ordering Printer Ink ,,"KCS, Ink, Printer, Office, Engineering,  Engineering IT, Quote"
KB0019738,Dual Monitor - Laptop to External Monitor,,"KCS, Dual Monitor, External Monitor, Laptop, Windows, Windows 10, DVI, HDMI, Mac, Work from home, Dual Screen, HDMI Adapter, DVI adapter, "
KB0019646,Visiting Scholar - Wifi Connectivity ,,"KCS, Visiting Scholar, VS, Campus Wifi, Tamulink-wpa, wpa, VS account, Former Student, Wireless Connectivity, Wifi,"
KB0016831,MacOS - Connecting to Wifi in Recovery Menu,macOSX,"KCS, OS X, OS_X, macOS recovery menu, macOS_recovery_menu"
KB0015122,WiFi - Can't Connect Occasionally,WiFi,"wifi, windows, wireless, connection, wifi_setup, wifi_connection, bad_signal, wifi_not_working, can't_connect, connect_to_wifi, ip, dns, antivirus, block, virus"
KB0015042,iPhone can't connect to wifi ,WiFi,"wifi, iphone, wireless, connect, can't_connect, tamuwifi, tamu_wifi"
KB0016366,WiFi - Cannot Connect to Any Network,WiFi,"KCS, wifi cannot connect to any, can't connect to any network, cannot connect to any wifi, no network available, no secure networks, no wifi networks to connect, tamuwifi, tamu_wifi"
KB0014879,Staff Member Not Able to Access WiFi,TAMULink-WPA,"KCS, wifi, former student, staff, tamulink, tamu_wifi, tamuwifi"
KB0014595,Cannot connect to wifi after coming back from weekend. ,Networking,"KCS, WiFi, TAMULink, internet problems, cannot connect to wifi, Wifi not working, faculty_wifi, tamuwifi, tamu_wifi"
KB0018141,Connecting Oculus Go to WiFi,TAMULink-WPA,"oculus, oculus go, tamulink,  on campus, wifi, wireless, can i connect oculus, tamuwifi, tamu_wifi"
KB0014652,"Can't connect to WiFi, keeps dropping- Disabling Hotspots",Networking,"KCS, can't connect to wifi, wifi, wireless, tamulink WPA, tamulink-wpa, hotspots, forgetting network, wifi issues, tamuwifi, tamu_wifi"
KB0018157,iPhone Can't Conenct to TAMU_Wifi,TAMULink-WPA,"iphone, cant connect, will not connect, wireless, wifi, tamulink, iOS, cant login to wifi, wrong password, invalid password, tamuwifi, tamu_wifi"
KB0016042,WiFi - Incorrect Credentials,TAMULink-WPA,"KCS, cannot connect to wifi, can't connect to WPA, can't connect to TAMULink, incorrect login to wifi, incorrect credentials on wifi, unable to join tamulink, unable to connect to wifi, unable to join network , tamuwifi, tamu_wifi"
KB0014688,Moto G5 Campus WiFi,Networking,"KCS, motorolla, moto, g5, wifi, TAMU_WiFi, wifi"
KB0014982,TAMU_WiFi on Void linux,TAMULink-WPA,"KCS, TAMU_WiFi_void, VOID_linux, wifi on void linux,TAMU_WiFi on linux, wifi_linux, wireless_on_void_linux, "
KB0015738,Cannot Connect to WiFi in Dorm,TAMULink-WPA,"KCS, printer, wifi signal, cant connect to wifi, cannot connect to wifi, TAMU-WiFi, tamulink-wpa, eduroam, dorm wifi, wifi, network, cant connect to network, connect to network, connect to wifi"
KB0016615,Provision Tool Fails,TAMULink-WPA,"KCS, provision, tool, fail, not, working, able, wifi, wireless, TAMU_WiFi, tamulink-wpa, configures, properly, correct, right, connect, "
KB0015099,Network - Certificate Issue connecting to TAMU-WiFi,TAMULink-WPA,"KCS, wireless, wifi, TAMU-WiFi, can't connect to wireless, certificate_issues, wireless_certificate, unable to connect to wifi, wifi connectivity, wifi_certificate, TAMU-WiFi_certificate, certificate_issue_connecting_wirelessly, certificate_issue_with_wireless, "
KB0015711,Visiting - No Connection to TAMU-WiFi Can Be Established,Visiting Scholar,"KCS,visiting scholar, TAMU-WiFi, tamulink,wifi,wireless,cannot_establish,connection,passwordAdminSet,security lock,security hold,on_campus,internet"
KB0016525,TEEX - How to log in to Eduroam or TAMU_WiFi,WiFi,"KCS, teex, eduroam, TAMU_WiFi, wpa, wifi, internet, connect, campus, login, log in, logon, on, credentials, credential, "
KB0018532,IP Address Already in Use,TAMULink-WPA,"KCS, IP address, another device on the network, computer's IP address, computers IP address, IP address Mac, Mac IP address, TAMU-WiFi, TAMU-WiFi, DHCP, DHCP lease"
KB0014578,Amazon Echo does not see TAMU-WiFi,Networking,"KCS, amazon echo, tamulink for echo, amazon device, connect amazon echo to wifi, amazon wifi, wifi in dorm, TAMU-WiFi, dorm wifi, echo wifi, wifi on echo, TAMU-WiFi for amazon echo, "
KB0016986,Linux - TAMU-WiFi Connection Drops,Linux,"KCS, linux, ubuntu, ubuntu 18.04, ubuntu_18.04, wifi, wi-fi,TAMU-WiFi, tamulink_wpa, TAMU-WiFi_connection_drops, connection_drops, can't connect, can't_connect, wireless"
KB0018038,Apple Device Cannot Connect to TAMU_WiFi,TAMULink-WPA,"tamulink, cannot_connect, iphone, apple, ios_update, new_update, can't_connect, wireless, TAMU_WiFi"
KB0019437,SAS unable to import Excel Files,,KCS
KB0019428,Deleting a LinkedIn Learning Account,,KCS
KB0019407,Departmental Zoom Account Creation,,KCS
KB0019331,Mays Business School Laserfiche,,KCS
KB0019302,HSC Personal Drive Access via MacOS,,KCS
KB0019301,Changing User Mode in Listserv Access,,KCS
KB0019293,Improper SAS Installation Destination,,KCS
KB0019290,HSC Outlook Contact List,,KCS
KB0019287,Parent Token Lifecycle,,KCS
KB0018960,Confrence Email Address Creation,Google Apps/Drive,"KCS, google groups"
KB0014631,Trying to map a network drive- TEES IT Contact Information,Networking,"KCS, tees IT, tees, network drive tees, support_Tees, "
KB0018996,Network Drive Will Not Map Correctly,,"KCS, HSC Network Drive"
KB0014903,Account Prvileges - Departmental Computer,Other Tech Support,"departmental, department_computer, drive, mapping, account_privileges, admininstrative, admin acccess"
KB0015585,Question about profile space,Other Tech Support,"profile space, space, profile, network drive, drive, domain, continuum domain, toaster, "
KB0019619,Map Engineering Drive,General,"KCS, network_drive, map_drive, map_network_drive, map_engineering_drive"
KB0015360,CSE - Mapping a Drive,Other Tech Support,"KCS, map a drive, mapping a drive, drive mapping, drive map, network drive, connect drive, map a drive, CSE mapping a drive, mapping a CSE drive, mapping a drive for comp sci,"
